genres,id,original_language,release_date,runtime,title,vote_average,director
Drama Animation Family,10545,en,6/21/1996,91,The Hunchback of Notre Dame,6.8,Gary Trousdale
Adventure Animation Comedy Family Fantasy,11688,en,12/9/2000,78,The Emperor's New Groove,7.2,Mark Dindal
Action Adventure Thriller,76163,en,8/8/2012,103,The Expendables 2,6.1,Simon West
Adventure Action Thriller Mystery,2059,en,11/19/2004,131,National Treasure,6.4,Jon Turteltaub
Fantasy Action Adventure Family,2486,en,12/14/2006,104,Eragon,4.9,Stefen Fangmeier
Family Fantasy,16523,en,10/16/2009,101,Where the Wild Things Are,6.4,Spike Jonze
Animation Adventure Family Fantasy,116711,en,5/15/2013,102,Epic,6.4,Chris Wedge
Action Thriller Romance,37710,en,12/8/2010,103,The Tourist,6,Florian Henckel von Donnersmarck
Action Fantasy Horror Mystery,9946,en,11/24/1999,121,End of Days,5.5,Peter Hyams
Drama Thriller Action,1372,en,12/7/2006,143,Blood Diamond,7.3,Edward Zwick
Crime Drama Comedy,106646,en,12/25/2013,180,The Wolf of Wall Street,7.9,
Action Crime Fantasy,414,en,5/31/1995,121,Batman Forever,5.2,Joel Schumacher
Adventure Action Thriller Science Fiction,563,en,11/6/1997,129,Starship Troopers,6.7,Paul Verhoeven
Drama Science Fiction,83542,en,10/26/2012,172,Cloud Atlas,6.6,Tom Tykwer
Animation Adventure Family Fantasy,41216,en,7/10/2010,97,Legend of the Guardians: The Owls of Ga'Hoole,6.5,Zack Snyder
Action Crime,314,en,7/22/2004,104,Catwoman,4.2,Pitof
Action Adventure,184315,en,7/23/2014,99,Hercules,5.6,Brett Ratner
Adventure Animation Family Fantasy Science Fiction,9016,en,11/26/2002,95,Treasure Planet,7.2,Ron Clements
Adventure Comedy Science Fiction,18162,en,6/5/2009,102,Land of the Lost,5.3,Brad Silberling
Action Adventure Thriller,138103,en,8/4/2014,127,The Expendables 3,6.1,Patrick Hughes
Action Crime Thriller,257088,en,12/3/2015,114,Point Break,5.5,Ericson Core
Fantasy Comedy Family Adventure,10214,en,2/18/2005,94,Son of the Mask,3.6,Lawrence Guterman
Thriller Drama Adventure Action History,205775,en,11/20/2015,122,In the Heart of the Sea,6.5,Ron Howard
Action Comedy Science Fiction,11692,en,8/15/2002,95,The Adventures of Pluto Nash,4.4,Ron Underwood
War Action Adventure Drama Thriller,22972,en,3/11/2010,115,Green Zone,6.4,Paul Greengrass
Animation,227973,en,11/5/2015,88,The Peanuts Movie,6.5,Steve Martino
Crime Drama Mystery Thriller,29193,en,9/8/1997,110,The Spanish Prisoner,7.1,David Mamet
Adventure Action Fantasy,1734,en,4/28/2001,130,The Mummy Returns,6,Stephen Sommers
Drama History Crime,3131,en,12/14/2002,167,Gangs of New York,7.1,Martin Scorsese
Drama History War,76758,zh,12/15/2011,145,The Flowers of War,7.1,Zhang Yimou
Animation Comedy Family,9408,en,6/8/2007,85,Surf's Up,5.9,Ash Brannon
Action Comedy Science Fiction,9890,en,6/10/2004,93,The Stepford Wives,5.4,Frank Oz
Action History War,855,en,12/28/2001,144,Black Hawk Down,7.2,Ridley Scott
Comedy,77953,en,8/9/2012,85,The Campaign,5.6,Jay Roach
Adventure Fantasy Action Thriller Science Fiction,18,en,5/7/1997,126,The Fifth Element,7.3,Luc Besson
Comedy Drama Romance,37786,en,5/26/2010,146,Sex and the City 2,5.4,Michael Patrick King
Adventure Animation Comedy Family,10501,en,3/31/2000,89,The Road to El Dorado,7,Don Michael Paul
Animation Comedy Adventure Family,57800,en,6/26/2012,88,Ice Age: Continental Drift,6.2,Steve Martino
Romance Fantasy Family Drama,150689,en,3/12/2015,105,Cinderella,6.7,Kenneth Branagh
Fantasy Drama,7980,en,12/26/2009,136,The Lovely Bones,6.6,Peter Jackson
Animation Family,12,en,5/30/2003,100,Finding Nemo,7.6,Andrew Stanton
Adventure Fantasy Action,122,en,12/1/2003,201,The Lord of the Rings: The Return of the King,8.1,Peter Jackson
Adventure Fantasy Action,121,en,12/18/2002,179,The Lord of the Rings: The Two Towers,8,Peter Jackson
Adventure Fantasy,68737,en,12/12/2014,102,Seventh Son,5.2,Sergei Bodrov
Adventure Fantasy Action Thriller,1995,en,6/11/2001,100,Lara Croft: Tomb Raider,5.7,Simon West
Thriller Science Fiction Drama Mystery,157353,en,4/16/2014,119,Transcendence,5.9,Wally Pfister
Adventure Action Thriller Science Fiction,331,en,7/18/2001,92,Jurassic Park III,5.7,Joe Johnston
Thriller Action Drama Science Fiction,61791,en,8/3/2011,105,Rise of the Planet of the Apes,7,Rupert Wyatt
Adventure Family Fantasy,8204,en,2/14/2008,95,The Spiderwick Chronicles,6.3,Mark Waters
Action Thriller,47964,en,2/6/2013,98,A Good Day to Die Hard,5.2,John Moore
Western History War,10733,en,4/7/2004,137,The Alamo,5.8,John Lee Hancock
Action Adventure Animation Family,9806,en,11/5/2004,115,The Incredibles,7.4,Brad Bird
Action Adventure,1408,en,12/22/1995,119,Cutthroat Island,5.7,Renny Harlin
Adventure Fantasy Family,32657,en,2/1/2010,118,Percy Jackson & the Olympians: The Lightning Thief,6,Chris Columbus
Action Adventure Comedy Science Fiction,607,en,7/2/1997,98,Men in Black,6.9,Barry Sonnenfeld
Animation Comedy Family,863,en,10/30/1999,92,Toy Story 2,7.3,John Lasseter
Action Thriller,44048,en,11/4/2010,98,Unstoppable,6.3,Tony Scott
Action Comedy Crime Thriller,5175,en,8/3/2001,90,Rush Hour 2,6.4,Brett Ratner
Drama Horror Mystery Thriller,2655,en,7/21/2000,130,What Lies Beneath,6.3,Robert Zemeckis
Animation Comedy Family,22794,en,9/17/2009,90,Cloudy with a Chance of Meatballs,6.5,Phil Lord
Animation Comedy Family Adventure,8355,en,6/29/2009,94,Ice Age: Dawn of the Dinosaurs,6.5,Carlos Saldanha
Adventure Comedy Drama Fantasy,116745,en,12/18/2013,114,The Secret Life of Walter Mitty,7,Ben Stiller
Action Adventure Comedy Crime Thriller,4327,en,11/2/2000,98,Charlie's Angels,5.6,McG
Drama Thriller Crime,1422,en,10/5/2006,151,The Departed,7.9,Martin Scorsese
Animation Family Adventure,10674,en,6/18/1998,88,Mulan,7.6,Tony Bancroft
Action Comedy,7446,en,8/9/2008,107,Tropic Thunder,6.5,Ben Stiller
Thriller Crime Mystery Drama,65754,en,12/14/2011,158,The Girl with the Dragon Tattoo,7.2,David Fincher
Action Thriller,1572,en,5/19/1995,128,Die Hard: With a Vengeance,6.9,John McTiernan
Action Adventure Crime Mystery,10528,en,12/23/2009,128,Sherlock Holmes,7,Guy Ritchie
Drama,271969,en,8/17/2016,125,Ben-Hur,5.3,Timur Bekmambetov
Animation Family Adventure Science Fiction,10865,en,6/2/2001,95,Atlantis: The Lost Empire,6.7,Gary Trousdale
Adventure Animation Comedy Family,258509,en,12/17/2015,92,Alvin and the Chipmunks: The Road Chip,5.8,Walt Becker
Drama Thriller History War,2253,en,12/25/2008,121,Valkyrie,6.7,Bryan Singer
Comedy Action,10661,en,6/5/2008,113,You Don't Mess with the Zohan,5.5,Dennis Dugan
Action Comedy Science Fiction,257344,en,7/16/2015,105,Pixels,5.6,Chris Columbus
Drama Science Fiction Adventure,644,en,6/29/2001,146,A.I. Artificial Intelligence,6.8,Steven Spielberg
Thriller Fantasy Comedy Family Mystery,10756,en,11/25/2003,99,The Haunted Mansion,5.2,Rob Minkoff
Drama Science Fiction Mystery,686,en,7/11/1997,150,Contact,7.2,Robert Zemeckis
Action Science Fiction Thriller,9383,en,8/4/2000,112,Hollow Man,5.6,Paul Verhoeven
Crime Thriller,179,en,4/8/2005,128,The Interpreter,6.2,Sydney Pollack
Adventure Family Fantasy,76285,en,8/7/2013,106,Percy Jackson: Sea of Monsters,5.9,Thor Freudenthal
Action Adventure Fantasy Thriller,1996,en,7/21/2003,117,Lara Croft Tomb Raider: The Cradle of Life,5.5,Jan de Bont
Action Adventure Comedy Crime Mystery,291805,en,6/2/2016,129,Now You See Me 2,6.7,Jon M. Chu
Thriller Action Romance Science Fiction Adventure,10003,en,4/3/1997,116,The Saint,5.9,Phillip Noyce
Action Crime Thriller,1535,en,11/18/2001,126,Spy Game,6.8,Tony Scott
Science Fiction,2067,en,3/10/2000,114,Mission to Mars,5.7,Brian De Palma
Animation Adventure Comedy Family,46195,en,4/3/2011,96,Rio,6.5,Carlos Saldanha
Comedy Science Fiction,2277,en,12/17/1999,131,Bicentennial Man,6.9,Chris Columbus
Science Fiction Action Drama Thriller,10357,en,4/25/1997,104,Volcano,5.2,Mick Jackson
Crime Thriller Drama,4477,en,3/12/1997,107,The Devil's Own,5.9,Alan J. Pakula
Drama History Thriller,8665,en,7/19/2002,138,K-19: The Widowmaker,6.1,Kathryn Bigelow
Adventure Fantasy Action,9387,en,4/2/1982,129,Conan the Barbarian,6.6,John Milius
Romance Drama History,921,en,6/2/2005,144,Cinderella Man,7.3,Ron Howard
Fantasy Action Family,49852,en,11/24/2010,110,The Nutcracker: The Untold Story,5.4,Andrei Konchalovsky
Drama History,4464,en,7/22/2003,141,Seabiscuit,6.7,Gary Ross
Action Adventure Drama,664,en,5/10/1996,113,Twister,6.1,Jan de Bont
Adventure Drama,8358,en,12/22/2000,143,Cast Away,7.5,Robert Zemeckis
Animation Comedy,9836,en,11/16/2006,108,Happy Feet,5.9,George Miller
Action Drama Thriller,2502,en,7/23/2004,108,The Bourne Supremacy,7.2,Paul Greengrass
Action Thriller,9772,en,7/25/1997,124,Air Force One,6.2,Wolfgang Petersen
Thriller Crime,161,en,12/7/2001,116,Ocean's Eleven,7.2,Steven Soderbergh
Adventure Action Thriller,52451,en,8/31/2011,110,The Three Musketeers,5.6,Paul W.S. Anderson
Animation Comedy Family Fantasy,76492,en,9/20/2012,91,Hotel Transylvania,6.8,Genndy Tartakovsky
Comedy Family Fantasy Romance,4523,en,11/20/2007,107,Enchanted,6.6,Kevin Lima
Action Thriller,59961,en,2/9/2012,115,Safe House,6.3,Daniel Espinosa
Comedy Family,10481,en,10/7/2000,100,102 Dalmatians,5.1,Kevin Lima
Action Comedy,59108,en,11/2/2011,104,Tower Heist,5.8,Brett Ratner
Comedy Romance,1581,en,12/8/2006,136,The Holiday,6.7,Nancy Meyers
Action Drama Thriller,9798,en,11/20/1998,132,Enemy of the State,6.7,Tony Scott
Comedy Romance,22897,en,12/23/2009,121,It's Complicated,6.2,Nancy Meyers
Crime Thriller,298,en,6/7/2007,122,Ocean's Thirteen,6.5,Steven Soderbergh
Adventure Animation Family,7484,en,9/29/2006,83,Open Season,6.1,Jill Culton
Adventure Action Science Fiction,157350,en,3/14/2014,139,Divergent,6.9,Neil Burger
War,853,en,3/13/2001,131,Enemy at the Gates,7.2,Jean-Jacques Annaud
Adventure Action Comedy Thriller,10159,en,9/26/2003,104,The Rundown,6.4,Peter Berg
Adventure Fantasy Action Comedy Family,9593,en,6/18/1993,130,Last Action Hero,6.1,John McTiernan
Drama History Romance,1904,en,12/6/2005,145,Memoirs of a Geisha,7.3,Rob Marshall
Action Crime Drama Thriller,9615,en,6/3/2006,104,The Fast and the Furious: Tokyo Drift,6.1,Justin Lin
Drama Animation Family Comedy,51052,en,2/22/2011,97,Arthur Christmas,6.7,Barry Cook
Fantasy Drama Mystery,297,en,11/12/1998,178,Meet Joe Black,6.9,Martin Brest
Action Thriller Drama,9884,en,2/6/2002,108,Collateral Damage,5.5,Andrew Davis
Drama Music,16858,en,12/20/1979,123,All That Jazz,7.3,Bob Fosse
Adventure Fantasy Drama Comedy Science Fiction,62764,en,3/15/2012,106,Mirror Mirror,5.5,Tarsem Singh
Action Adventure Comedy,22538,en,7/27/2010,112,Scott Pilgrim vs. the World,7.2,Edgar Wright
Action Thriller Adventure Science Fiction,9341,en,3/28/2003,136,The Core,5.4,
Fantasy Comedy Romance Science Fiction,12107,en,7/27/2000,106,Nutty Professor II: The Klumps,4.7,Peter Segal
Mystery Adventure Comedy,9637,en,6/14/2002,88,Scooby-Doo,5.4,Raja Gosnell
Action Science Fiction,49049,en,9/7/2012,95,Dredd,6.6,Pete Travis
Comedy Drama Fantasy Romance,9339,en,6/22/2006,107,Click,6,Frank Coraci
Horror Comedy Fantasy,16281,en,11/12/1982,120,Creepshow,6.7,George A. Romero
Comedy Family,39691,en,7/30/2010,82,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,Brad Peyton
Adventure Fantasy Science Fiction,8247,en,2/10/2008,88,Jumper,5.9,Doug Liman
Adventure Fantasy Science Fiction,11253,en,7/11/2008,120,Hellboy II: The Golden Army,6.5,Guillermo del Toro
Crime Drama Mystery Thriller,1949,en,3/2/2007,157,Zodiac,7.3,David Fincher
Science Fiction,8452,en,11/17/2000,123,The 6th Day,5.7,Roger Spottiswoode
Fantasy Comedy,310,en,5/23/2003,101,Bruce Almighty,6.4,Tom Shadyac
Thriller Adventure Action,27578,en,8/3/2010,103,The Expendables,6,Sylvester Stallone
Adventure Action Thriller,954,en,5/22/1996,110,Mission: Impossible,6.7,Brian De Palma
Science Fiction Adventure Fantasy,70160,en,3/12/2012,142,The Hunger Games,6.9,Gary Ross
Comedy,45243,en,5/25/2011,102,The Hangover Part II,6.2,Todd Phillips
Action Fantasy,364,en,6/19/1992,126,Batman Returns,6.6,Tim Burton
Comedy Animation Family,7518,en,4/22/2006,83,Over the Hedge,6.3,Karey Kirkpatrick
Animation Family,11544,en,6/21/2002,85,Lilo & Stitch,7.1,Chris Sanders
Comedy Family Fantasy,9986,en,12/15/2006,97,Charlotte's Web,5.8,Gary Winick
Action Drama Romance,8656,en,5/8/1998,120,Deep Impact,5.9,Mimi Leder
Action Comedy Crime Thriller,146216,en,7/18/2013,116,RED 2,6.4,Dean Parisot
Comedy Drama,9291,en,5/19/2005,113,The Longest Yard,6.2,Peter Segal
Comedy Fantasy Family Music Animation,55301,en,12/14/2011,87,Alvin and the Chipmunks: Chipwrecked,5.4,Mike Mitchell
Comedy,109418,en,7/11/2013,100,Grown Ups 2,5.8,Dennis Dugan
Action Comedy Thriller,11665,en,6/19/2008,110,Get Smart,6,Peter Segal
Drama Comedy Romance,6964,en,12/12/2003,128,Something's Gotta Give,6.3,Nancy Meyers
Drama Thriller Mystery,11324,en,2/18/2010,138,Shutter Island,7.8,Martin Scorsese
Comedy Romance Drama,12193,en,11/26/2008,88,Four Christmases,5.3,Seth Gordon
Animation Comedy Family Science Fiction,9928,en,3/10/2005,91,Robots,6,Chris Wedge
Action Crime Science Fiction Thriller,754,en,6/27/1997,138,Face/Off,6.8,John Woo
Fantasy Comedy Family Romance,10202,en,12/24/2008,99,Bedtime Stories,5.9,Adam Shankman
Thriller Crime Drama,4147,en,7/12/2002,117,Road to Perdition,7.3,Sam Mendes
Romance Comedy,50546,en,2/10/2011,117,Just Go with It,6.3,Dennis Dugan
Action Thriller Crime,1701,en,6/1/1997,115,Con Air,6.5,Simon West
Mystery Thriller Action,13027,en,9/25/2008,118,Eagle Eye,6.3,D.J. Caruso
Drama,2289,en,12/24/2003,154,Cold Mountain,6.7,Anthony Minghella
Action Thriller Science Fiction,20504,en,1/14/2010,118,The Book of Eli,6.6,Albert Hughes
Comedy Family Science Fiction,9574,en,11/26/1997,93,Flubber,5.3,Les Mayfield
Horror Thriller Fantasy Mystery,11618,en,7/23/1999,113,The Haunting,5.2,Jan de Bont
Animation Comedy Drama Family Fantasy,2300,en,11/15/1996,88,Space Jam,6.5,Joe Pytka
Action Comedy Crime Mystery Family,12096,en,1/18/2006,93,The Pink Panther,5.6,Shawn Levy
Drama Science Fiction Thriller,10200,en,12/10/2008,104,The Day the Earth Stood Still,5.2,Scott Derrickson
Action Drama Mystery Thriller,8834,en,8/7/1997,135,Conspiracy Theory,6.5,Richard Donner
War Drama Action,228150,en,10/15/2014,135,Fury,7.4,David Ayer
Action Adventure Comedy Romance,6068,en,6/12/1998,98,Six Days Seven Nights,5.6,Ivan Reitman
Comedy Family Animation Adventure,41515,en,12/11/2010,80,Yogi Bear,5.2,Eric Brevig
Western Animation Adventure Comedy Family,9023,en,5/24/2002,83,Spirit: Stallion of the Cimarron,7.4,Kelly Asbury
Comedy Romance Family,38317,en,7/6/2011,102,Zookeeper,5.3,Frank Coraci
Adventure Family Science Fiction,2157,en,4/3/1998,130,Lost in Space,5,Stephen Hopkins
Drama Thriller Mystery,14462,en,7/30/2004,129,The Manchurian Candidate,6.2,Jonathan Demme
Romance Drama,161795,en,4/22/1998,117,Déjà Vu,8,Henry Jaglom
Animation Comedy Family,159824,en,9/21/2015,89,Hotel Transylvania 2,6.7,Genndy Tartakovsky
Animation Family Music,49948,en,12/17/1999,74,Fantasia 2000,7,James Algar
Science Fiction Adventure Action,2135,en,3/4/2002,96,The Time Machine,5.8,Simon Wells
Action Adventure Family Fantasy,9822,en,12/25/1998,114,Mighty Joe Young,5.9,Ron Underwood
Action Crime Thriller,9705,en,6/7/2001,99,Swordfish,6.1,Dominic Sena
Action Adventure,1656,en,10/24/2005,129,The Legend of Zorro,5.9,Martin Campbell
Drama Fantasy Romance,12159,en,10/2/1998,113,What Dreams May Come,6.8,Vincent Ward
Comedy Fantasy Romance,9678,en,11/10/2000,90,Little Nicky,5.2,Steven Brill
Adventure Fantasy Action Comedy Thriller,4442,en,8/26/2005,118,The Brothers Grimm,5.6,Terry Gilliam
Comedy Fantasy Science Fiction,75,en,12/12/1996,106,Mars Attacks!,6.1,Tim Burton
Mystery Drama Horror,330770,fr,9/14/2015,81,Evolution,6.4,Lucile Hadzihalilovic
Action Adventure Drama,9433,en,9/6/1997,117,The Edge,6.7,Lee Tamahori
Action Science Fiction Thriller,19959,en,9/24/2009,89,Surrogates,5.9,Jonathan Mostow
Drama Thriller,11973,en,12/24/2000,145,Thirteen Days,6.9,Roger Donaldson
Action Adventure Thriller,11228,en,12/6/1996,115,Daylight,5.8,Rob Cohen
Animation Family Adventure,77951,en,12/18/2013,87,Walking With Dinosaurs,5.2,Barry Cook
Action Science Fiction War,5491,en,5/10/2000,118,Battlefield Earth,3,Roger Christian
Animation Comedy Family,10715,en,11/14/2003,90,Looney Tunes: Back in Action,5.6,Joe Dante
Drama Music Romance,10197,en,12/3/2009,112,Nine,5.1,Rob Marshall
Action Adventure Science Fiction,9562,en,11/26/2003,116,Timeline,5.4,Richard Donner
Drama Adventure,9922,en,12/25/1997,177,The Postman,6.1,Kevin Costner
Adventure Comedy Drama Family Fantasy,9447,en,11/25/1998,92,Babe: Pig in the City,5.2,George Miller
Fantasy Action Adventure,274854,en,10/21/2015,106,The Last Witch Hunter,5.7,Breck Eisner
Thriller Action Science Fiction,8870,en,11/10/2000,106,Red Planet,5.4,Antony Hoffman
Adventure Fantasy Animation Family,9992,en,12/13/2006,94,Arthur and the Invisibles,6,Luc Besson
Documentary Family,36970,en,10/17/2009,84,Oceans,7.3,Jacques Perrin
Thriller Science Fiction Adventure Action,10077,en,5/15/2005,110,A Sound of Thunder,4.8,Peter Hyams
Action Adventure History Romance Drama,76649,en,2/18/2014,105,Pompeii,5.2,Paul W.S. Anderson
Comedy Animation,293644,es,10/30/2015,89,Top Cat Begins,5.3,Andr\u00e9s Couturier
Drama Romance,453,en,12/11/2001,135,A Beautiful Mind,7.7,Ron Howard
Family Animation Drama,8587,en,6/23/1994,89,The Lion King,8,Roger Allers
Adventure Action Science Fiction,72545,en,1/19/2012,94,Journey 2: The Mysterious Island,5.8,Brad Peyton
Animation Family Comedy,109451,en,9/26/2013,95,Cloudy with a Chance of Meatballs 2,6.4,Cody Cameron
Crime Thriller Horror,9533,en,9/29/2002,124,Red Dragon,6.7,Brett Ratner
Western Adventure,2023,en,3/5/2004,136,Hidalgo,6.5,Joe Johnston
Comedy,71880,en,11/11/2011,91,Jack and Jill,4.1,Dennis Dugan
Action Crime Thriller,584,en,6/5/2003,107,2 Fast 2 Furious,6.2,John Singleton
Adventure Animation Fantasy,309809,en,7/29/2015,92,The Little Prince,7.6,Mark Osborne
Science Fiction Thriller,4858,en,8/17/2007,99,The Invasion,5.7,Oliver Hirschbiegel
Action Adventure Animation Comedy Family,17711,en,6/30/2000,88,The Adventures of Rocky & Bullwinkle,3.9,Des McAnuff
Animation Family,328111,en,6/18/2016,87,The Secret Life of Pets,5.9,Chris Renaud
Fantasy Action Thriller Science Fiction,8698,en,7/11/2003,110,The League of Extraordinary Gentlemen,5.7,Stephen Norrington
Animation Comedy Family,93456,en,6/25/2013,98,Despicable Me 2,7,Pierre Coffin
Action Adventure Science Fiction,602,en,6/25/1996,145,Independence Day,6.7,Roland Emmerich
Adventure Action Science Fiction,330,en,5/23/1997,129,The Lost World: Jurassic Park,6.2,Steven Spielberg
Family Animation,953,en,5/25/2005,86,Madagascar,6.6,Eric Darnell
Drama Action Thriller Science Fiction,9693,en,9/22/2006,109,Children of Men,7.4,Alfonso Cuar\u00f3n
Adventure Action Science Fiction,36657,en,7/13/2000,104,X-Men,6.8,Bryan Singer
Action Thriller Crime,8909,en,6/19/2008,110,Wanted,6.4,Timur Bekmambetov
Action Adventure Thriller,9802,en,6/6/1996,136,The Rock,6.9,Michael Bay
Animation Family Comedy Adventure,950,en,3/23/2006,91,Ice Age: The Meltdown,6.5,Carlos Saldanha
Comedy Romance,1824,en,2/13/2004,99,50 First Dates,6.6,Peter Segal
Family Comedy Music Romance,2976,en,7/13/2007,117,Hairspray,6.5,Adam Shankman
Horror Mystery Thriller,11026,en,8/20/2004,114,Exorcist: The Beginning,4.7,Renny Harlin
